nodo_id,nombre_visible,handle,total_likes_recibidos,total_replies_recibidas,tipo,channel_id,category,view_count
UCQ_-LPP8JAbfkc-b1Q6NvWw,@MegaKristenstewart,/@MegaKristenstewart,31.0,0.0,autor,,,
UCQgYjVngJRfPHDLGB5X6ZjA,@oscarnavas9996,/@oscarnavas9996,0.0,0.0,autor,,,
UCQqetiwzzmRNTM5OWuXarGQ,@isaiaslopezvelasquez1539,/@isaiaslopezvelasquez1539,1.0,0.0,autor,,,
UCQqlPPUGqAfWjd-FSh_qn7Q,@estuardoargueta137,/@estuardoargueta137,0.0,0.0,autor,,,
UCQtICyzWmhC5woCtbNgaSmg,@nestormendez6216,/@nestormendez6216,5.0,0.0,autor,,,
UCQtSFINs1h6GHkpg9o5kMvg,@MacarioMartinezruiz,/@MacarioMartinezruiz,12.0,0.0,autor,,,
UCQyOePccUP-fIJYzchAgZYw,@aguilar4254,/@aguilar4254,0.0,0.0,autor,,,
UCRAquv8el-tQ30bN7MlmySQ,@iamjimalesssa,/@iamjimalesssa,4.0,0.0,autor,,,
UCRETAiYdh2dL5ZxB0_N1zDA,@Joseroland21,/@Joseroland21,0.0,0.0,autor,,,
UCRcSR3Lvn9DZAmJpVPANfZQ,@WalksandSuch,/@WalksandSuch,68.0,0.0,autor,,,
UCRelkU8JiZBytTzebJxaa-w,@danyraymundo2942,/@danyraymundo2942,3.0,0.0,autor,,,
UCRfkkatKrNtAARnXMMYBGlA,@BernerSoza-mg3vx,/@BernerSoza-mg3vx,0.0,0.0,autor,,,
UCRlCV9zSn7avAWh-9_XFWqQ,@ronyarana8849,/@ronyarana8849,1.0,0.0,autor,,,
UCRvPToDkkumha7WJAfCDk1A,@ligiaguerra3057,/@ligiaguerra3057,0.0,0.0,autor,,,
UCRznz9-N3Qc1w-qNdLSIY2Q,@jimmygomez724,/@jimmygomez724,14.0,0.0,autor,,,
UCSTAUWVc1_82DHYeqOsqEFA,@TheAlexX_C,/@TheAlexX_C,191.0,2.0,autor,,,
UCSou6a2OuYGSvPjm5psquyA,@FranciscoRivera-sf7ne,/@FranciscoRivera-sf7ne,0.0,0.0,autor,,,
UCTD6q1nyIe3Y7HhqjaMj72w,@JuanChang-r6k,/@JuanChang-r6k,8.0,0.0,autor,,,
UCTP3O0rMnc8z8v8jaDQwL0w,@RobertoZelaya-x1v,/@RobertoZelaya-x1v,1.0,0.0,autor,,,
UCTTILH6QCIxbTnEWxwRqs1g,@3762Jorge,/@3762Jorge,0.0,0.0,autor,,,
UCThW2XNsAaBKme5PUt7n-Zg,@thelmamoran8565,/@thelmamoran8565,0.0,0.0,autor,,,
UCTwSut16JyAg3mX6LVUNGqA,@SuperVictor2005,/@SuperVictor2005,0.0,0.0,autor,,,
UCTylKrsqkrBKIqubMu_5N0Q,@edwingeovanymarroquinmarro6684,/@edwingeovanymarroquinmarro6684,1.0,0.0,autor,,,
UCUIIIPTVDVHAXqhC_5V6lPA,@gorrarota,/@gorrarota,0.0,0.0,autor,,,
UCUoYsrx1oZnCZ0usbBJn4fA,@AnaDiaz-re9sq,/@AnaDiaz-re9sq,1.0,0.0,autor,,,
UCV0iizTBoOfdAFX_thfI9BA,@BenjaminLarios-jd8nk,/@BenjaminLarios-jd8nk,0.0,0.0,autor,,,
UCV0lM03g5fg5pbPj97-sAtA,@genarodelgado3929,/@genarodelgado3929,1.0,0.0,autor,,,
UCV3fr-YOixFKCZBbJP1-X4w,@albertoshernandez5251,/@albertoshernandez5251,17.0,0.0,autor,,,
UCVC2QugcI1G4RvlCiUqd1aQ,@rwdm76,/@rwdm76,0.0,0.0,autor,,,
UCVQf0tzL7xRzFJsABVVULpg,@DennisseLopetegi,/@DennisseLopetegi,0.0,0.0,autor,,,
UCVdjCrh4tQoX3haNAZv-n5A,@aurahernandez5646,/@aurahernandez5646,3.0,1.0,autor,,,
UCVhif9eV0f8plICen2DnpKA,@blogarteplus,/@blogarteplus,0.0,0.0,autor,,,
UCW-JC6lebVmf2P1dmY_L94g,@dinoraoroxon5771,/@dinoraoroxon5771,0.0,0.0,autor,,,
UCW80DaMjQlEUibC98Cot-Dg,@rogeraldana4289,/@rogeraldana4289,0.0,0.0,autor,,,
UCWIZUtKJ636y-4TYrNvok0g,@cesarandreas7824,/@cesarandreas7824,5.0,0.0,autor,,,
UCWWkebAekppaL5b5CNlppuw,@ninettmartinez425,/@ninettmartinez425,3.0,0.0,autor,,,
UCWaRixDdpgllTBf4V0jPnKQ,@hectormaaz5523,/@hectormaaz5523,0.0,0.0,autor,,,
UCWoAVGVqCn4xtINCMOTM4jg,@OmarMartinez-vv8re,/@OmarMartinez-vv8re,0.0,0.0,autor,,,
UCWvntqPQx99k_Z_skWKqNSA,@AntonioChiyal-x5s,/@AntonioChiyal-x5s,2.0,1.0,autor,,,
UCXN2s7DwTJm33xO-pNkAdaA,@edithsan7688,/@edithsan7688,0.0,0.0,autor,,,
UCXO1BBohNWXkK9SBDAG2ySg,@JBFlute92,/@JBFlute92,0.0,0.0,autor,,,
UCXSkL3ejZ8qWYyF_M7s_QKA,@JacintaTzoy,/@JacintaTzoy,0.0,0.0,autor,,,
UCXVLc8CmAO813ubM-fLvCDw,@herminiasaquimux7565,/@herminiasaquimux7565,7.0,0.0,autor,,,
UCXXh7yg5KUFIWylTiKVEFKQ,@MrDuenderojo,/@MrDuenderojo,2.0,0.0,autor,,,
UCXgr7vXlRrsaskPdo097kGA,@Rogergh-nw4oj,/@Rogergh-nw4oj,0.0,0.0,autor,,,
UCXl30Y_upRqbti52fmjK4YA,@capitanfrans,/@capitanfrans,0.0,0.0,autor,,,
UCXmrpc6Li0spcKxtS0Q_ptg,@melvinperez6710,/@melvinperez6710,10.0,0.0,autor,,,
UCXr8_5WtGeipe4haOoQDgyQ,@amyherrera7352,/@amyherrera7352,0.0,0.0,autor,,,
UCY7Hq7F9Lnucf-Yr6JkHZNw,@maynorcalel1442,/@maynorcalel1442,79.0,0.0,autor,,,
UCYN4wSQ1Sx4_LurxLlW7MPg,@belarminavillatoro6474,/@belarminavillatoro6474,0.0,0.0,autor,,,
UCYwpX26TrCxq8TvbKGRYLXA,@beneficioelcaminovillacana8540,/@beneficioelcaminovillacana8540,3.0,0.0,autor,,,
UCZ51R_9Q9C0c8I3pAWhtmjQ,@belvettzapeta1251,/@belvettzapeta1251,8.0,0.0,autor,,,
UCZFQwqh90apuL8eFhvRBkUg,@luisricardo9671,/@luisricardo9671,9.0,0.0,autor,,,
UCZIQnb1fkwe39Iw2TAu-bGA,@jorgegomez2237,/@jorgegomez2237,1.0,0.0,autor,,,
UCZLG9qH0tUjNhEGFIUt0CYw,@SoniaMarroquin-y6e,/@SoniaMarroquin-y6e,1.0,0.0,autor,,,
UCZOmq6MwFDVoCaEl99BRRaw,@daniloarevalo3170,/@daniloarevalo3170,0.0,0.0,autor,,,
UCZeIIQrGAedW8tCbKWmGY-A,@mariocordon8873,/@mariocordon8873,9.0,0.0,autor,,,
UCZjm6U576nX8WOiLhmMR3bw,@MariaNavarroYT,/@MariaNavarroYT,3.0,1.0,autor,,,
UC_3xuTXvMIWU5MYP9HkJ3vQ,@Historia-wm4os,/@Historia-wm4os,4.0,0.0,autor,,,
UC_6KbBY1bsYXz9fwFS0eQRg,@imrcp5694,/@imrcp5694,0.0,0.0,autor,,,
UC_LYoGs5C3mbZKZuKuqYCvw,@javiercifuentesarchila6041,/@javiercifuentesarchila6041,7.0,0.0,autor,,,
UC_NRVt2UP88ZNTwzrZ66JSg,@aditalissethevasquezrojas8039,/@aditalissethevasquezrojas8039,2.0,0.0,autor,,,
UC_ljZ1hZXR9pzexFz87P5ZA,@ChRiStOpHeR7969,/@ChRiStOpHeR7969,0.0,0.0,autor,,,
UCa36MjQLoPAmgJo-R3G8WQA,@elsasalguero6914,/@elsasalguero6914,3.0,0.0,autor,,,
UCaKAjTW9MVub_clgr4DRYjQ,@josecastillo4390,/@josecastillo4390,6.0,0.0,autor,,,
UCaT4saRcyqCLE657Rq2hhZQ,@elmilenial4064,/@elmilenial4064,0.0,0.0,autor,,,
UCaT6M2zp7X6r6Whd8Vv3kHQ,@alexarcos8349,/@alexarcos8349,1.0,0.0,autor,,,
UCat2qkYvqmtDNEmo2PVuhXw,@DoraSalas-j5o,/@DoraSalas-j5o,1.0,0.0,autor,,,
UCbNanjFI51cwGqMAb2rOrBw,@RosaMontesdeOca777,/@RosaMontesdeOca777,0.0,0.0,autor,,,
UCbYoNG5J3Au5BqtbXogfEFw,@Luis-gn3fj,/@Luis-gn3fj,1.0,0.0,autor,,,
UCbrtvygfRT6QXqWDNrOf-cA,@Alejandro00710,/@Alejandro00710,0.0,0.0,autor,,,
UCcFIBN-rtC3d3hXeuN5TfWw,@DenisRMC,/@DenisRMC,0.0,0.0,autor,,,
UCc_F88PzGWtA1OPNUEASulA,@rockyscarlet,/@rockyscarlet,0.0,0.0,autor,,,
UCcfdg8crmMJwEuLUsAhV7yg,@RolandoRaguay,/@RolandoRaguay,1.0,0.0,autor,,,
UCdFlugHJJa4l3YqWuNRmvXw,@MarcosCarillo-b1r,/@MarcosCarillo-b1r,0.0,1.0,autor,,,
UCdQAuWwyC99MB7Y02Umj26Q,@miguelbran1268,/@miguelbran1268,0.0,0.0,autor,,,
UCe8JZoYkX5oKUZyivHYdXhw,@FernandoGarcia-jg1fj,/@FernandoGarcia-jg1fj,0.0,0.0,autor,,,
UCeDNEtI8_a42bZ47wJiJMwQ,@EdgarcalderonCalderong,/@EdgarcalderonCalderong,0.0,0.0,autor,,,
UCeQk-WfEA-cJRq4EKeE7TOw,@franciscojuarez9223,/@franciscojuarez9223,0.0,0.0,autor,,,
UCefAH1MbvADWUjE9WVcB9EQ,@jabriz8152,/@jabriz8152,0.0,0.0,autor,,,
UCf5lnNZF7Qrtli9v4N_23WQ,@CarlosCortez-v5r,/@CarlosCortez-v5r,0.0,0.0,autor,,,
UCfM3nrxtTQMY5jFx1v1J4Gg,@edgarroldan5539,/@edgarroldan5539,0.0,0.0,autor,,,
UCfRqgt2O-vjzUDMZY_tnxQw,@Williams-Garcia67E,/@Williams-Garcia67E,0.0,0.0,autor,,,
UCfXykdbSU97rj987LDUGfvg,@MariaSantos-c8y3h,/@MariaSantos-c8y3h,1.0,0.0,autor,,,
UCfjhejO7LZy4doXURa7LZCQ,@HonwayLee-z5g,/@HonwayLee-z5g,0.0,0.0,autor,,,
UCfo_yUPzy1f1POwwZxhZ06Q,@lara11roberto,/@lara11roberto,1.0,0.0,autor,,,
UCg3eIfd7BrsLEqS0BLkftHA,@ErmePérez-q4s,/@ErmeP%C3%A9rez-q4s,0.0,0.0,autor,,,
UCgGqw4aqMdMVSGkKiMgrJRQ,@pattyfigueroa5609,/@pattyfigueroa5609,0.0,0.0,autor,,,
UCgJNFj5dnxXpcMvmuhZDPxA,@NataliaRodriguez-rx5mr,/@NataliaRodriguez-rx5mr,1.0,0.0,autor,,,
UCgLrWFdYitoP-b7-PxtUr-w,@zetag,/@zetag,405.0,3.0,autor,,,
UCgLurCo-e019HGODcjXHWCw,@perritojuega1,/@perritojuega1,2.0,0.0,autor,,,
UCgQJgI9vu1FI2dnC9mrFthw,@srms70,/@srms70,2.0,0.0,autor,,,
UCgQw_Sbq3ugruDUKsq1e0-A,@marlenareano-h4t,/@marlenareano-h4t,0.0,0.0,autor,,,
UCgvw7xIdGFupzpt1Y_BFkEA,@fredygarcia9151,/@fredygarcia9151,1.0,0.0,autor,,,
UCh5ESQvtzyHDhCA7XyekCFA,@andyB5280,/@andyB5280,4.0,0.0,autor,,,
UChT7pzGytNd92Nmvi-zuWog,@sparkvalkov,/@sparkvalkov,1.0,0.0,autor,,,
UChZknRmJkeGeQk0-mQuhDOg,@OdilioRodríguez-c5w,/@OdilioRodr%C3%ADguez-c5w,1.0,0.0,autor,,,
UCheEJ5GZuIvV0fj-nXyVwXw,@rosaoliva9389,/@rosaoliva9389,0.0,0.0,autor,,,
UChep9kVb5gQmpodEEl10Xlg,@carlosaguilar-kz7ml,/@carlosaguilar-kz7ml,0.0,0.0,autor,,,
UChgkn5Jt5tWKYMoEOuCjz3Q,@pablochitay46,/@pablochitay46,2.0,0.0,autor,,,
UChs3tU2BcKOT0CezykvAsGw,@byronpontaza,/@byronpontaza,4.0,0.0,autor,,,
UChyps3dqY-VY1_wLeq-2lhw,@maydamorales4395,/@maydamorales4395,14.0,1.0,autor,,,
UCi-vPdnpQreC7BkFs40mJGA,@bryansicasales4280,/@bryansicasales4280,35.0,0.0,autor,,,
UCi1b_TRQfgO1Z9O2gNGGWNA,@davidisraelesquitsaquil,/@davidisraelesquitsaquil,0.0,0.0,autor,,,
UCi2KiZq63sRq8Mfbcp-MelQ,@eugeneramirez4405,/@eugeneramirez4405,1.0,0.0,autor,,,
UCiC-Jn7wdgyQV4_Urk0DkWQ,@pedroros6358,/@pedroros6358,1.0,0.0,autor,,,
UCiGRBf2RNF0WRKhRVT7zFoA,@edwinavila4876,/@edwinavila4876,0.0,0.0,autor,,,
UCiMythXHsw7eQEMykCdmMUA,@JavierBecerra-h6x,/@JavierBecerra-h6x,2.0,0.0,autor,,,
UCiOZX__1gahg1ypIj0_XG_w,@mariogonzalezorellana8956,/@mariogonzalezorellana8956,1.0,0.0,autor,,,
UCipetjeiWj4CZB6EbyYziZg,@OseasSamayoa-ol5rz,/@OseasSamayoa-ol5rz,0.0,0.0,autor,,,
UCj-LL25XJnjxepPKCc3NGog,@anaaguirre8985,/@anaaguirre8985,1.0,0.0,autor,,,
UCjJf-AJKRFFWtiN-CSwkDmA,@2jose82,/@2jose82,0.0,0.0,autor,,,
UCjSKM9j0Q7HLDr1hD6D-TUw,@josehidalgo4875,/@josehidalgo4875,2.0,0.0,autor,,,
UCjZgFEowMBrsjodqfovzdKw,@franciscoflores3120,/@franciscoflores3120,0.0,0.0,autor,,,
UCjmPuazZJzscrwvk0QR9RVw,@mynorrodas8591,/@mynorrodas8591,2.0,0.0,autor,,,
UCk4O-J1BhoqPmig1KLGJePA,@lazarobarillas3575,/@lazarobarillas3575,0.0,0.0,autor,,,
UCkVtmkK07b2zaVVNssX4lOg,@HectorElias-u2l,/@HectorElias-u2l,0.0,0.0,autor,,,
UCkbsS_3D-pvg1iHOld9uvIg,@gonzalo6075,/@gonzalo6075,0.0,0.0,autor,,,
UCkd9W714-947dEE6ZOEBATA,@ARGELIATELON,/@ARGELIATELON,3.0,0.0,autor,,,
UCkxdJ_yGN2gghOMo2ybQtXQ,@11223344An,/@11223344An,1.0,0.0,autor,,,
UCl0ekS9Tt0jJGtOEM18S63w,@monkchapin,/@monkchapin,0.0,0.0,autor,,,
UCld2stqxaVSk0QdGncM224A,@sarahernandez3873,/@sarahernandez3873,4.0,0.0,autor,,,
UClhMWQ7XKWywYvbRnuf8QsA,@EcPerez-zz9oh,/@EcPerez-zz9oh,0.0,0.0,autor,,,
UCljDbleJul41G1TzOjOZAVA,@hectorcarranza3777,/@hectorcarranza3777,1.0,0.0,autor,,,
UClqA491Xa5fQcXcJJa-vTWw,@AndresLemus-k2d,/@AndresLemus-k2d,0.0,0.0,autor,,,
UClsrFGJKWPxxw7MiaEdKLXw,@ericapaz5406,/@ericapaz5406,3.0,2.0,autor,,,
UCmjppp6ujz3SAnULvP3sZMw,@marcomendez7509,/@marcomendez7509,0.0,0.0,autor,,,
UCmvOgzmmXbjUthHy-WJ52hQ,@mariorodas593,/@mariorodas593,1.0,0.0,autor,,,
UCnU8wO1OurAmGstDw6VGjgQ,@cmorera21,/@cmorera21,0.0,0.0,autor,,,
UCoGdCoJg2Lh0OX_jv6cG16g,@Israel-u5i7i,/@Israel-u5i7i,2.0,0.0,autor,,,
UColMq7LmaoY3MT6aIDGrGvA,@quijotachapina1,/@quijotachapina1,0.0,0.0,autor,,,
UCozFYHN0e_-vlQbX3wQGOug,@jesusguzman2321,/@jesusguzman2321,5.0,2.0,autor,,,
UCp29O_C7cchZV8IxV7Crdag,@robertoescobar5507,/@robertoescobar5507,0.0,0.0,autor,,,
UCp4iw5_5SmV9VGTFSNVGOmQ,@CARLOSSTREMS51,/@CARLOSSTREMS51,0.0,0.0,autor,,,
UCpIdtvoFHVLGASGB5ySqIEA,@VidalVillatoro-p4w,/@VidalVillatoro-p4w,1.0,0.0,autor,,,
UCp_dAUfv8i3LW3zWc24dLaQ,@MarioCortez-o6v,/@MarioCortez-o6v,1.0,0.0,autor,,,
UCpe5jW3MIqkgTJ-PgkzvM6Q,@carloslam5333,/@carloslam5333,1.0,0.0,autor,,,
UCpl8rF8uv_8uui-QRvuJaRA,@SergioGarcia-z9c,/@SergioGarcia-z9c,0.0,0.0,autor,,,
UCplrIQtaPj6au60_f2-mOYw,@romeolopezherrarte799,/@romeolopezherrarte799,0.0,0.0,autor,,,
UCpsKOkt5iWTbenzeuq7dsmQ,@inge_vergueta,/@inge_vergueta,4.0,0.0,autor,,,
UCq3mDTTRZnUybct5M9OSXbg,@MacoMorales-i2i2d,/@MacoMorales-i2i2d,1.0,0.0,autor,,,
UCqCrvuoJpC-aVb0f4logQRQ,@Lyrics_GT,/@Lyrics_GT,0.0,0.0,autor,,,
UCqilIa8r7iek5sGYg_q6ofA,@rolandojuchuna484,/@rolandojuchuna484,52.0,1.0,autor,,,
UCql1n3Ey6ULMSOACjMe-fxQ,@RolandoGonzalez-o7g,/@RolandoGonzalez-o7g,6.0,7.0,autor,,,
UCr1emrogPKkKTs_WTtx71xg,@domingopeneleu6457,/@domingopeneleu6457,0.0,0.0,autor,,,
UCrJn_rbo_ENAdeqneS-RmRw,@josecarrera9623,/@josecarrera9623,1.0,0.0,autor,,,
UCrqXyRsg-_hTosURZ-uvoKg,@flornolberto2425,/@flornolberto2425,0.0,0.0,autor,,,
UCsGoJEvb-cFPZ2rWoJcXzEQ,@sergiohinestroza9709,/@sergiohinestroza9709,10.0,0.0,autor,,,
UCsJJAvrVGupdmhOqgtDp8dg,@nestorlorenzana1168,/@nestorlorenzana1168,1.0,0.0,autor,,,
UCsSXdJct-nsS8DsABoEsaYA,@IvánPérez-j4j,/@Iv%C3%A1nP%C3%A9rez-j4j,2.0,1.0,autor,,,
UCsUCN0Yq_UyTvKjOJLmNrnQ,@moisesvaldez4043,/@moisesvaldez4043,0.0,0.0,autor,,,
UCs_5qeqdku9tGAq22y3OcuQ,@alexandrevasquez4135,/@alexandrevasquez4135,4.0,0.0,autor,,,
